"","SAMPLID","LEN","CLEN"
"7537",20200067,170,2
"7538",20200067,175,4
"7539",20200067,180,18
"7540",20200067,185,11
"7541",20200067,190,16
"7542",20200067,195,15
"7543",20200067,200,9
"7544",20200067,205,4
"7545",20200067,210,3
"7546",20200067,215,3
"7547",20200067,220,6
"7548",20200067,225,10
"7549",20200067,230,11
"7550",20200067,235,12
"7551",20200067,240,11
"7552",20200067,245,10
"7553",20200067,250,6
"7554",20200067,255,2
"7555",20200067,260,1
"7556",20200068,150,3
"7557",20200068,155,2
"7558",20200068,160,2
"7559",20200068,165,2
"7560",20200068,170,11
"7561",20200068,175,10
"7562",20200068,180,18
"7563",20200068,185,18
"7564",20200068,190,25
"7565",20200068,195,17
"7566",20200068,200,9
"7567",20200068,205,10
"7568",20200068,210,4
"7569",20200068,215,4
"7570",20200068,220,6
"7571",20200068,225,8
"7572",20200068,230,13
"7573",20200068,235,18
"7574",20200068,240,13
"7575",20200068,245,11
"7576",20200068,250,6
"7577",20200068,255,4
"7578",20200068,260,1
"7579",20200068,265,2
"7580",20200068,270,1
"7581",20200069,165,2
"7582",20200069,170,1
"7583",20200069,175,3
"7584",20200069,180,2
"7585",20200069,185,3
"7586",20200069,190,2
"7587",20200069,195,4
"7588",20200069,200,1
"7589",20200069,205,3
"7590",20200069,210,2
"7591",20200069,215,3
"7592",20200069,220,7
"7593",20200069,225,14
"7594",20200069,230,17
"7595",20200069,235,16
"7596",20200069,240,19
"7597",20200069,245,16
"7598",20200069,250,13
"7599",20200069,255,9
"7600",20200069,260,12
"7601",20200069,265,4
"7602",20200069,270,1
"7603",20200069,275,1
"7604",20200070,165,2
"7605",20200070,170,2
"7606",20200070,175,3
"7607",20200070,180,3
"7608",20200070,185,2
"7609",20200070,190,8
"7610",20200070,195,3
"7611",20200070,200,3
"7612",20200070,205,2
"7613",20200070,210,6
"7614",20200070,215,7
"7615",20200070,220,16
"7616",20200070,225,23
"7617",20200070,230,25
"7618",20200070,235,19
"7619",20200070,240,28
"7620",20200070,245,19
"7621",20200070,250,16
"7622",20200070,255,10
"7623",20200070,260,6
"7624",20200070,265,2
"7625",20200070,270,1
"7626",20200071,145,2
"7627",20200071,150,9
"7628",20200071,155,1
"7629",20200071,160,2
"7630",20200071,165,18
"7631",20200071,170,20
"7632",20200071,175,33
"7633",20200071,180,18
"7634",20200071,185,16
"7635",20200071,190,6
"7636",20200071,195,12
"7637",20200071,200,6
"7638",20200071,205,5
"7639",20200071,210,1
"7640",20200071,215,1
"7641",20200071,230,3
"7642",20200072,130,8
"7643",20200072,135,10
"7644",20200072,140,20
"7645",20200072,145,2
"7646",20200072,150,5
"7647",20200072,155,3
"7648",20200072,160,6
"7649",20200072,165,21
"7650",20200072,170,23
"7651",20200072,175,35
"7652",20200072,180,6
"7653",20200072,185,10
"7654",20200072,190,3
"7655",20200072,195,6
"7656",20200072,200,8
"7657",20200663,185,19
"7658",20200663,190,22
"7659",20200663,195,29
"7660",20200663,200,26
"7661",20200663,205,23
"7662",20200663,210,14
"7663",20200663,215,6
"7664",20200663,220,3
"7665",20200663,225,4
"7666",20200663,230,3
"7667",20200664,160,1
"7668",20200664,165,2
"7669",20200664,170,1
"7670",20200664,175,3
"7671",20200664,180,2
"7672",20200664,185,9
"7673",20200664,190,18
"7674",20200664,195,22
"7675",20200664,200,29
"7676",20200664,205,39
"7677",20200664,210,28
"7678",20200664,215,13
"7679",20200664,220,6
"7680",20200664,225,1
"7681",20200664,250,1
"7682",20200665,165,1
"7683",20200665,170,1
"7684",20200665,175,9
"7685",20200665,180,4
"7686",20200665,185,4
"7687",20200665,190,7
"7688",20200665,195,21
"7689",20200665,200,19
"7690",20200665,205,31
"7691",20200665,210,26
"7692",20200665,215,18
"7693",20200665,220,12
"7694",20200665,225,3
"7695",20200665,230,1
"7696",20200665,235,1
"7697",20200666,165,4
"7698",20200666,170,7
"7699",20200666,175,6
"7700",20200666,180,9
"7701",20200666,185,24
"7702",20200666,190,26
"7703",20200666,195,23
"7704",20200666,200,39
"7705",20200666,205,25
"7706",20200666,210,32
"7707",20200666,215,3
"7708",20200666,220,3
"7709",20200666,230,1
"7710",20200666,240,1
"7711",20200666,280,1
"7712",20200667,150,1
"7713",20200667,160,1
"7714",20200667,165,2
"7715",20200667,170,8
"7716",20200667,175,8
"7717",20200667,180,11
"7718",20200667,185,18
"7719",20200667,190,26
"7720",20200667,195,28
"7721",20200667,200,28
"7722",20200667,205,33
"7723",20200667,210,23
"7724",20200667,215,9
"7725",20200667,220,6
"7726",20200667,225,1
"7727",20200667,230,1
"7728",20200667,250,1
"7729",20200667,260,2
"7730",20200667,270,1
"7731",20200667,295,1
"7732",20200668,220,1
"7733",20200668,225,2
"7734",20200668,230,1
"7735",20200668,235,1
"7736",20200668,240,3
"7737",20200668,245,5
"7738",20200668,250,6
"7739",20200668,255,10
"7740",20200668,260,18
"7741",20200668,265,16
"7742",20200668,270,17
"7743",20200668,275,12
"7744",20200668,280,13
"7745",20200668,285,8
"7746",20200668,290,5
"7747",20200668,295,4
"7748",20200668,300,3
"7749",20200668,305,1
"7750",20200668,315,1
"7751",20200669,220,1
"7752",20200669,230,3
"7753",20200669,240,8
"7754",20200669,245,7
"7755",20200669,250,17
"7756",20200669,255,12
"7757",20200669,260,27
"7758",20200669,265,25
"7759",20200669,270,41
"7760",20200669,275,20
"7761",20200669,280,27
"7762",20200669,285,15
"7763",20200669,290,20
"7764",20200669,295,2
"7765",20200669,300,4
"7766",20200669,305,2
"7767",20200669,310,3
"7768",20200669,315,1
"7769",20200670,185,1
"7770",20200670,190,2
"7771",20200670,195,3
"7772",20200670,200,21
"7773",20200670,205,25
"7774",20200670,210,47
"7775",20200670,215,32
"7776",20200670,220,28
"7777",20200670,225,20
"7778",20200670,230,12
"7779",20200670,235,5
"7780",20200670,240,6
"7781",20200670,245,5
"7782",20200670,250,3
"7783",20200670,255,2
"7784",20200670,260,3
"7785",20200670,265,5
"7786",20200670,270,2
"7787",20200670,275,1
"7788",20200671,200,2
"7789",20200671,205,4
"7790",20200671,210,21
"7791",20200671,215,26
"7792",20200671,220,44
"7793",20200717,305,2
"7794",20200718,235,1
"7795",20200718,240,3
"7796",20200718,245,4
"7797",20200718,250,13
"7798",20200718,255,18
"7799",20200718,260,28
"7800",20200718,265,34
"7801",20200718,270,33
"7802",20200718,275,24
"7803",20200718,280,23
"7804",20200718,285,17
"7805",20200718,290,6
"7806",20200718,295,4
"7807",20200718,300,2
"7808",20200718,305,2
"7809",20200718,310,2
"7810",20200719,235,1
"7811",20200719,245,1
"7812",20200719,250,16
"7813",20200719,255,19
"7814",20200719,260,19
"7815",20200719,265,21
"7816",20200719,270,22
"7817",20200719,275,20
"7818",20200719,280,23
"7819",20200719,285,10
"7820",20200719,290,5
"7821",20200719,295,1
"7822",20200719,300,1
"7823",20200720,240,6
"7824",20200720,230,1
"7825",20200720,235,5
"7826",20200720,245,9
"7827",20200720,250,18
"7828",20200720,255,24
"7829",20200720,260,29
"7830",20200720,265,34
"7831",20200720,270,30
"7832",20200720,275,27
"7833",20200720,280,24
"7834",20200720,285,12
"7835",20200720,290,7
"7836",20200720,295,1
"7837",20200720,300,1
"7838",20200720,305,1
"7839",20200721,230,2
"7840",20200721,235,2
"7841",20200721,240,3
"7842",20200721,245,4
"7843",20200721,250,15
"7844",20200721,255,10
"7845",20200721,260,22
"7846",20200721,265,25
"7847",20200721,270,47
"7848",20200721,275,29
"7849",20200721,280,26
"7850",20200721,285,12
"7851",20200721,290,17
"7852",20200721,295,6
"7853",20200721,300,5
"7854",20200722,220,1
"7855",20200722,225,1
"7856",20200722,230,5
"7857",20200722,235,2
"7858",20200722,240,6
"7859",20200722,245,5
"7860",20200722,250,12
"7861",20200722,255,21
"7862",20200722,260,25
"7863",20200722,265,26
"7864",20200722,270,47
"7865",20200722,275,33
"7866",20200722,280,26
"7867",20200722,285,3
"7868",20200722,290,3
"7869",20200722,295,2
"7870",20200569,270,2
"7871",20200569,275,1
"7872",20200569,285,1
"7873",20200569,290,1
"7874",20200570,160,1
"7875",20200570,170,2
"7876",20200570,175,2
"7877",20200570,180,3
"7878",20200570,185,10
"7879",20200570,190,13
"7880",20200570,195,29
"7881",20200570,200,47
"7882",20200570,205,45
"7883",20200570,210,57
"7884",20200570,215,18
"7885",20200570,220,23
"7886",20200570,225,8
"7887",20200570,230,3
"7888",20200570,240,1
"7889",20200809,230,4
"7890",20200809,235,2
"7891",20200809,240,7
"7892",20200809,245,3
"7893",20200809,250,12
"7894",20200809,255,8
"7895",20200809,260,36
"7896",20200809,265,7
"7897",20200809,270,22
"7898",20200809,275,8
"7899",20200809,280,19
"7900",20200809,285,5
"7901",20200809,290,11
"7902",20200809,295,1
"7903",20200809,300,2
"7904",20200809,305,1
"7905",20200809,310,1
"7906",20200809,320,1
"7907",20200939,235,1
"7908",20200939,240,2
"7909",20200939,245,3
"7910",20200939,250,12
"7911",20200939,255,10
"7912",20200939,260,14
"7913",20200939,265,12
"7914",20200939,270,17
"7915",20200939,275,23
"7916",20200939,280,22
"7917",20200939,285,28
"7918",20200939,290,25
"7919",20200939,295,11
"7920",20200939,300,5
"7921",20200939,305,3
"7922",20200939,310,1
"7923",20200939,315,1
"7924",20200940,150,1
"7925",20200940,170,2
"7926",20200940,180,1
"7927",20200940,195,3
"7928",20200940,200,5
"7929",20200940,205,5
"7930",20200940,210,17
"7931",20200940,215,28
"7932",20200940,220,40
"7933",20200940,225,28
"7934",20200940,230,15
"7935",20200940,235,6
"7936",20200940,240,2
"7937",20200941,190,2
"7938",20200941,195,4
"7939",20200941,200,7
"7940",20200941,205,10
"7941",20200941,210,23
"7942",20200941,215,38
"7943",20200941,220,57
"7944",20200941,225,43
"7945",20200941,230,20
"7946",20200941,235,9
"7947",20200941,240,6
"7948",20200941,245,1
"7949",20200942,190,3
"7950",20200942,195,1
"7951",20200942,200,4
"7952",20200942,205,3
"7953",20200942,210,14
"7954",20200942,215,21
"7955",20200942,220,36
"7956",20200942,225,31
"7957",20200942,230,22
"7958",20200942,235,9
"7959",20200942,240,5
"7960",20200942,245,2
"7961",20200942,250,2
"7962",20200942,255,3
"7963",20200943,180,1
"7964",20200943,190,2
"7965",20200943,195,4
"7966",20200943,200,5
"7967",20200943,205,7
"7968",20200943,210,19
"7969",20200943,215,34
"7970",20200943,220,48
"7971",20200943,225,48
"7972",20200943,230,29
"7973",20200943,235,12
"7974",20200943,240,5
"7975",20200943,245,4
"7976",20200943,250,3
"7977",20200943,255,2
"7978",20200944,225,1
"7979",20200944,240,6
"7980",20200944,245,14
"7981",20200944,250,24
"7982",20200944,255,28
"7983",20200944,260,28
"7984",20200944,265,25
"7985",20200944,270,25
"7986",20200944,275,6
"7987",20200944,280,4
"7988",20200944,285,1
"7989",20200042,230,12
"7990",20200042,245,11
"7991",20200042,235,1
"7992",20200042,240,31
"7993",20200042,250,32
"7994",20200042,255,8
"7995",20200042,260,32
"7996",20200042,265,15
"7997",20200042,270,16
"7998",20200042,275,5
"7999",20200042,280,9
"8000",20200042,285,2
"8001",20200042,290,2
"8002",20200477,175,10
"8003",20200477,180,12
"8004",20200477,185,6
"8005",20200671,225,15
"8006",20200671,230,14
"8007",20200671,235,2
"8008",20200671,240,9
"8009",20200671,250,2
"8010",20200671,255,1
"8011",20200671,245,1
"8012",20200671,260,6
"8013",20200671,265,1
"8014",20200671,270,1
"8015",20200671,280,1
"8016",20200672,190,1
"8017",20200672,200,14
"8018",20200672,205,26
"8019",20200672,210,42
"8020",20200672,215,33
"8021",20200672,220,32
"8022",20200672,225,18
"8023",20200672,230,25
"8024",20200672,235,10
"8025",20200672,240,8
"8026",20200672,245,3
"8027",20200672,250,3
"8028",20200672,255,2
"8029",20200672,260,2
"8030",20200673,200,3
"8031",20200673,205,6
"8032",20200673,210,24
"8033",20200673,215,27
"8034",20200673,220,34
"8035",20200673,225,14
"8036",20200673,230,15
"8037",20200673,235,9
"8038",20200673,240,8
"8039",20200673,245,8
"8040",20200673,250,11
"8041",20200673,255,2
"8042",20200673,260,4
"8043",20200673,265,2
"8044",20200673,270,1
"8045",20200674,200,3
"8046",20200674,205,5
"8047",20200674,210,25
"8048",20200674,215,18
"8049",20200674,220,33
"8050",20200674,225,11
"8051",20200674,230,18
"8052",20200674,235,3
"8053",20200674,240,16
"8054",20200674,245,5
"8055",20200674,250,5
"8056",20200674,255,4
"8057",20200674,260,3
"8058",20200722,300,3
"8059",20200723,235,1
"8060",20200723,240,4
"8061",20200723,245,5
"8062",20200723,250,5
"8063",20200723,255,6
"8064",20200723,260,24
"8065",20200723,265,13
"8066",20200723,270,28
"8067",20200723,275,13
"8068",20200723,280,20
"8069",20200723,285,8
"8070",20200723,290,15
"8071",20200723,295,3
"8072",20200723,300,4
"8073",20200723,305,1
"8074",20200724,215,2
"8075",20200724,230,1
"8076",20200724,235,1
"8077",20200724,240,3
"8078",20200724,245,3
"8079",20200724,250,15
"8080",20200724,255,22
"8081",20200724,260,26
"8082",20200724,265,38
"8083",20200724,270,54
"8084",20200724,275,42
"8085",20200724,280,17
"8086",20200724,285,2
"8087",20200724,290,8
"8088",20200724,295,1
"8089",20200725,240,3
"8090",20200725,245,4
"8091",20200725,250,14
"8092",20200725,255,9
"8093",20200725,260,28
"8094",20200725,265,19
"8095",20200725,270,30
"8096",20200725,275,15
"8097",20200725,280,19
"8098",20200725,285,12
"8099",20200725,290,5
"8100",20200725,295,3
"8101",20200725,300,3
"8102",20200726,225,1
"8103",20200726,230,1
"8104",20200726,235,1
"8105",20200726,240,2
"8106",20200726,245,4
"8107",20200726,250,20
"8108",20200726,255,14
"8109",20200726,260,33
"8110",20200726,265,20
"8111",20200726,270,18
"8112",20200726,275,10
"8113",20200726,280,17
"8114",20200726,285,5
"8115",20200726,290,1
"8116",20200726,295,1
"8117",20200726,300,1
"8118",20200726,305,1
"8119",20200727,220,1
"8120",20200727,225,4
"8121",20200727,230,6
"8122",20200727,235,3
"8123",20200727,240,10
"8124",20200727,245,10
"8125",20200727,250,22
"8126",20200727,255,20
"8127",20200727,260,26
"8128",20200727,265,22
"8129",20200727,270,25
"8130",20200727,275,16
"8131",20200727,280,17
"8132",20200727,285,7
"8133",20200727,290,8
"8134",20200727,295,5
"8135",20200727,300,3
"8136",20200727,305,2
"8137",20200727,310,2
"8138",20200727,315,3
"8139",20200727,320,1
"8140",20200728,230,1
"8141",20200728,240,6
"8142",20200728,245,6
"8143",20200728,250,25
"8144",20200728,255,22
"8145",20200728,260,42
"8146",20200728,265,33
"8147",20200728,270,37
"8148",20200728,275,21
"8149",20200728,280,38
"8150",20200728,285,6
"8151",20200728,290,6
"8152",20200728,295,1
"8153",20200728,300,3
"8154",20200728,305,1
"8155",20200728,310,1
"8156",20200856,180,2
"8157",20200857,175,1
"8158",20200857,180,1
"8159",20200857,185,1
"8160",20200857,190,6
"8161",20200857,200,5
"8162",20200857,205,8
"8163",20200857,210,19
"8164",20200857,215,35
"8165",20200857,220,38
"8166",20200857,225,16
"8167",20200857,230,13
"8168",20200857,235,6
"8169",20200857,240,3
"8170",20200857,245,2
"8171",20200857,255,2
"8172",20200857,260,1
"8173",20200858,200,1
"8174",20200858,205,3
"8175",20200858,210,17
"8176",20200858,215,32
"8177",20200858,220,35
"8178",20200858,225,26
"8179",20200858,230,17
"8180",20200858,235,13
"8181",20200858,240,4
"8182",20200858,245,3
"8183",20200858,250,5
"8184",20200858,260,3
"8185",20200858,265,1
"8186",20200858,270,2
"8187",20200858,285,1
"8188",20200859,220,44
"8189",20200859,205,21
"8190",20200859,215,36
"8191",20200859,225,30
"8192",20200859,230,16
"8193",20200859,235,12
"8194",20200859,240,15
"8195",20200859,245,6
"8196",20200859,250,5
"8197",20200859,255,7
"8198",20200859,260,5
"8199",20200859,265,3
"8200",20200859,270,1
"8201",20200860,200,3
"8202",20200860,205,4
"8203",20200860,210,31
"8204",20200860,215,41
"8205",20200860,220,43
"8206",20200860,225,35
"8207",20200860,230,14
"8208",20200860,235,14
"8209",20200860,240,10
"8210",20200860,245,6
"8211",20200860,250,5
"8212",20200860,255,2
"8213",20200860,260,12
"8214",20200860,265,1
"8215",20200860,270,4
"8216",20201077,175,6
"8217",20201077,180,15
"8218",20201077,185,8
"8219",20201077,190,7
"8220",20201077,195,12
"8221",20201077,200,8
"8222",20201077,205,15
"8223",20201077,210,11
"8224",20201077,215,34
"8225",20201077,220,26
"8226",20201077,225,27
"8227",20200301,290,4
"8228",20200301,300,1
"8229",20200302,220,1
"8230",20200302,225,1
"8231",20200302,230,1
"8232",20200302,235,3
"8233",20200302,240,10
"8234",20200302,245,14
"8235",20200302,250,25
"8236",20200302,255,20
"8237",20200302,260,30
"8238",20200302,265,16
"8239",20200302,270,17
"8240",20200302,275,12
"8241",20200302,280,13
"8242",20200302,285,5
"8243",20200302,290,4
"8244",20200302,295,2
"8245",20200303,220,1
"8246",20200303,230,3
"8247",20200303,235,1
"8248",20200303,240,22
"8249",20200303,245,21
"8250",20200303,250,38
"8251",20200303,255,16
"8252",20200303,260,34
"8253",20200303,265,4
"8254",20200303,270,11
"8255",20200303,275,5
"8256",20200303,280,4
"8257",20200303,285,1
"8258",20200303,290,1
"8259",20200304,230,3
"8260",20200304,235,2
"8261",20200304,240,6
"8262",20200304,245,13
"8263",20200304,250,23
"8264",20200304,255,21
"8265",20200304,260,33
"8266",20200304,265,13
"8267",20200304,270,18
"8268",20200304,275,6
"8269",20200304,280,13
"8270",20200304,285,4
"8271",20200304,290,3
"8272",20200304,295,1
"8273",20200305,225,2
"8274",20200305,230,1
"8275",20200305,235,3
"8276",20200305,240,8
"8277",20200305,245,12
"8278",20200305,250,43
"8279",20200305,255,25
"8280",20200305,260,38
"8281",20200305,265,21
"8282",20200305,270,30
"8283",20200305,275,15
"8284",20200305,280,17
"8285",20200305,285,5
"8286",20200305,290,3
"8287",20200305,295,2
"8288",20200335,160,1
"8289",20200335,170,1
"8290",20200335,175,4
"8291",20200335,180,4
"8292",20200335,185,8
"8293",20200335,190,13
"8294",20200335,195,18
"8295",20200335,200,27
"8296",20200335,205,26
"8297",20200335,210,15
"8298",20200335,215,11
"8299",20200335,220,6
"8300",20200335,225,4
"8301",20200335,230,7
"8302",20200335,235,4
"8303",20200335,240,3
"8304",20200335,245,3
"8305",20200335,250,2
"8306",20200336,180,2
"8307",20200336,185,5
"8308",20200336,190,9
"8309",20200336,195,32
"8310",20200336,200,36
"8311",20200336,205,36
"8312",20200336,210,32
"8313",20200336,215,12
"8314",20200336,220,8
"8315",20200336,225,3
"8316",20200336,230,2
"8317",20200336,235,7
"8318",20200336,240,3
"8319",20200336,245,2
"8320",20200336,250,3
"8321",20200336,255,4
"8322",20200336,260,1
"8323",20200337,155,1
"8324",20200337,160,1
"8325",20200337,165,1
"8326",20200337,175,3
"8327",20200337,180,8
"8328",20200337,185,5
"8329",20200337,190,10
"8330",20200337,195,18
"8331",20200337,200,29
"8332",20200337,205,23
"8333",20200337,210,18
"8334",20200337,215,9
"8335",20200337,220,4
"8336",20200337,225,7
"8337",20200337,230,12
"8338",20200337,235,7
"8339",20200337,240,3
"8340",20200337,245,2
"8341",20201097,275,27
"8342",20201097,280,22
"8343",20201097,285,20
"8344",20201097,290,17
"8345",20201097,295,7
"8346",20201097,300,2
"8347",20201098,230,4
"8348",20201098,235,5
"8349",20201098,240,5
"8350",20201098,245,4
"8351",20201098,250,8
"8352",20201098,255,3
"8353",20201098,260,11
"8354",20201098,265,12
"8355",20201098,270,13
"8356",20201098,275,18
"8357",20201098,280,30
"8358",20201098,285,10
"8359",20201098,290,18
"8360",20201098,295,4
"8361",20201098,300,5
"8362",20201099,235,1
"8363",20201099,240,5
"8364",20201099,245,6
"8365",20201099,250,10
"8366",20201099,255,16
"8367",20201099,260,23
"8368",20201099,265,31
"8369",20201099,270,35
"8370",20201099,275,31
"8371",20201099,280,28
"8372",20201099,285,17
"8373",20201099,290,8
"8374",20201099,295,5
"8375",20201066,270,2
"8376",20201066,275,6
"8377",20201066,280,31
"8378",20201066,285,21
"8379",20201066,290,45
"8380",20201066,295,14
"8381",20201066,300,16
"8382",20201066,305,8
"8383",20201066,310,5
"8384",20201067,145,1
"8385",20201067,150,1
"8386",20201067,160,2
"8387",20201067,165,9
"8388",20201067,170,11
"8389",20201067,175,14
"8390",20201067,180,13
"8391",20201067,185,26
"8392",20201067,190,28
"8393",20201067,195,13
"8394",20201067,200,14
"8395",20201067,205,9
"8396",20201067,210,14
"8397",20201067,215,8
"8398",20201067,220,2
"8399",20201067,225,1
"8400",20201068,180,8
"8401",20201068,185,15
"8402",20201068,170,1
"8403",20201068,175,5
"8404",20201068,190,29
"8405",20201068,195,31
"8406",20201068,200,37
"8407",20201068,205,24
"8408",20201068,210,10
"8409",20201068,215,9
"8410",20201068,220,6
"8411",20201068,225,5
"8412",20201068,230,2
"8413",20201068,235,1
"8414",20201068,240,1
"8415",20201069,170,2
"8416",20201069,175,4
"8417",20201069,180,9
"8418",20201069,185,18
"8419",20201069,190,31
"8420",20201069,195,37
"8421",20201069,200,44
"8422",20201069,205,33
"8423",20201069,210,12
"8424",20201069,215,10
"8425",20201069,220,7
"8426",20201069,225,5
"8427",20201069,230,3
"8428",20201069,235,1
"8429",20201069,240,2
"8430",20201070,150,2
"8431",20201070,155,5
"8432",20201070,160,12
"8433",20201070,165,25
"8434",20201070,170,37
"8435",20201070,175,32
"8436",20201070,180,21
"8437",20201070,185,10
"8438",20201070,190,6
"8439",20201070,195,5
"8440",20201070,200,5
"8441",20201070,205,1
"8442",20201070,210,3
"8443",20201070,215,3
"8444",20201070,220,2
"8445",20201071,225,1
"8446",20201071,230,1
"8447",20201071,235,2
"8448",20201071,240,7
"8449",20201071,245,7
"8450",20201071,250,6
"8451",20201071,255,7
"8452",20201071,260,15
"8453",20201071,265,5
"8454",20201071,270,10
"8455",20201071,275,5
"8456",20201071,280,6
"8457",20201071,285,3
"8458",20201071,290,1
"8459",20201071,295,3
"8460",20201071,300,2
"8461",20201072,150,6
"8462",20201072,155,12
"8463",20201072,160,30
"8464",20201072,165,36
"8465",20201072,170,40
"8466",20201072,175,33
"8467",20201072,180,28
"8468",20201072,185,21
"8469",20201072,190,10
"8470",20201072,195,7
"8471",20201072,200,6
"8472",20201072,205,3
"8473",20201072,210,2
"8474",20201072,215,3
"8475",20201072,220,6
"8476",20201072,225,2
"8477",20201073,170,8
"8478",20201073,175,20
"8479",20201073,180,50
"8480",20201073,185,42
"8481",20201073,190,37
"8482",20201073,195,20
"8483",20201073,200,13
"8484",20201073,205,10
"8485",20201073,210,8
"8486",20201073,215,6
"8487",20201073,220,6
"8488",20201074,170,2
"8489",20201074,175,10
"8490",20201074,180,35
"8491",20201074,185,32
"8492",20201074,190,44
"8493",20201074,195,35
"8494",20201074,200,27
"8495",20201074,205,12
"8496",20201074,210,12
"8497",20201074,215,7
"8498",20201074,220,5
"8499",20201074,225,2
"8500",20201075,260,1
"8501",20201075,265,1
"8502",20201075,270,3
"8503",20201075,275,4
"8504",20201075,280,20
"8505",20201075,285,19
"8506",20201075,290,32
"8507",20201075,295,27
"8508",20201075,300,30
"8509",20201076,260,2
"8510",20201076,265,6
"8511",20201076,270,7
"8512",20201076,275,30
"8513",20201076,280,19
"8514",20201076,285,41
"8515",20201076,290,14
"8516",20201076,295,21
"8517",20201076,300,6
"8518",20201076,305,3
"8519",20201076,310,1
"8520",20200219,310,1
"8521",20200525,240,3
"8522",20200525,245,6
"8523",20200525,250,8
"8524",20200525,255,7
"8525",20200525,260,17
"8526",20200525,265,22
"8527",20200525,270,25
"8528",20200525,275,23
"8529",20200525,280,14
"8530",20200525,285,12
"8531",20200525,290,21
"8532",20200525,300,2
"8533",20200508,225,1
"8534",20200496,240,2
"8535",20200496,245,2
"8536",20200496,250,20
"8537",20200496,255,26
"8538",20200496,260,30
"8539",20200496,265,27
"8540",20200496,270,40
"8541",20200496,275,18
"8542",20200496,280,18
"8543",20200496,285,12
"8544",20200496,290,10
"8545",20200496,295,6
"8546",20200496,300,2
"8547",20200496,305,1
"8548",20200496,310,1
"8549",20200496,315,1
"8550",20200526,150,2
"8551",20200526,155,1
"8552",20200526,160,4
"8553",20200526,165,7
"8554",20200526,170,4
"8555",20200526,175,3
"8556",20200526,180,23
"8557",20200526,185,13
"8558",20200526,190,22
"8559",20200526,195,27
"8560",20200526,200,18
"8561",20200526,205,17
"8562",20200526,210,14
"8563",20200526,215,6
"8564",20200526,220,7
"8565",20200526,225,2
"8566",20200526,230,2
"8567",20200526,235,1
"8568",20200527,160,1
"8569",20200527,165,1
"8570",20200527,170,6
"8571",20200527,175,17
"8572",20200527,180,18
"8573",20200527,185,31
"8574",20200527,190,26
"8575",20200527,195,30
"8576",20200527,200,22
"8577",20200527,205,17
"8578",20200527,210,16
"8579",20200527,215,14
"8580",20200527,220,2
"8581",20200527,225,2
"8582",20200527,230,1
"8583",20200528,240,1
"8584",20200528,245,1
"8585",20200528,250,4
"8586",20200528,255,8
"8587",20200528,260,9
"8588",20200528,265,17
"8589",20200528,270,24
"8590",20200528,275,33
"8591",20200528,280,30
"8592",20200528,285,13
"8593",20200528,290,4
"8594",20200528,295,3
"8595",20200528,300,4
"8596",20200528,305,3
"8597",20200528,310,1
"8598",20200529,240,7
"8599",20200529,245,7
"8600",20200529,250,13
"8601",20200529,255,14
"8602",20200529,260,38
"8603",20200529,265,27
"8604",20200529,270,25
"8605",20200529,275,19
"8606",20200529,280,18
"8607",20200529,285,14
"8608",20200529,290,8
"8609",20200529,295,3
"8610",20200529,300,1
"8611",20201022,240,1
"8612",20201022,245,2
"8613",20201022,250,9
"8614",20201022,260,11
"8615",20201022,265,14
"8616",20201022,270,14
"8617",20201022,255,9
"8618",20201022,275,20
"8619",20201022,280,30
"8620",20201022,285,14
"8621",20201022,290,14
"8622",20201022,295,8
"8623",20201022,300,6
"8624",20201022,305,3
"8625",20201023,175,2
"8626",20201023,180,3
"8627",20201023,185,5
"8628",20201023,190,8
"8629",20201023,195,7
"8630",20200818,205,8
"8631",20200818,210,36
"8632",20200818,215,58
"8633",20200818,220,58
"8634",20200818,225,29
"8635",20200818,230,12
"8636",20200818,235,2
"8637",20200819,175,3
"8638",20200819,180,2
"8639",20200819,185,2
"8640",20200819,190,6
"8641",20201060,220,24
"8642",20201060,225,23
"8643",20201060,230,21
"8644",20201060,235,18
"8645",20201060,240,3
"8646",20201060,245,2
"8647",20201060,250,3
"8648",20201060,255,1
"8649",20201061,175,7
"8650",20201061,180,6
"8651",20201061,185,10
"8652",20201061,190,17
"8653",20201061,195,37
"8654",20201061,200,19
"8655",20201061,205,25
"8656",20201061,210,17
"8657",20201061,215,21
"8658",20201061,220,9
"8659",20201061,225,11
"8660",20201061,230,3
"8661",20201061,245,3
"8662",20201062,175,2
"8663",20201062,180,6
"8664",20201062,185,10
"8665",20201062,190,17
"8666",20201062,195,27
"8667",20201062,200,39
"8668",20201062,205,29
"8669",20201062,210,25
"8670",20201062,215,22
"8671",20201062,220,16
"8672",20201062,225,11
"8673",20201062,230,7
"8674",20201062,235,3
"8675",20201063,265,1
"8676",20201063,270,4
"8677",20201063,275,13
"8678",20201063,280,14
"8679",20201063,285,21
"8680",20201063,290,26
"8681",20201063,295,3
"8682",20201063,300,9
"8683",20201063,305,2
"8684",20201063,310,2
"8685",20201063,320,1
"8686",20201093,140,1
"8687",20201093,145,4
"8688",20201093,150,12
"8689",20201093,155,15
"8690",20201093,160,23
"8691",20201093,165,28
"8692",20201093,170,25
"8693",20201093,175,14
"8694",20201093,180,14
"8695",20201093,185,7
"8696",20201093,190,7
"8697",20201093,195,5
"8698",20201093,200,4
"8699",20201093,205,1
"8700",20201093,210,4
"8701",20201094,150,1
